"State.Id","Year","Vaping.Ban","Lung.Hospitalizations"
1,2010,0,111571
2,2010,0,110415
3,2010,0,111372
4,2010,0,110704
5,2010,0,111991
6,2010,0,111031
7,2010,0,110507
8,2010,0,110693
9,2010,0,111651
10,2010,0,111492
11,2010,0,112041
12,2010,0,110904
13,2010,0,111027
14,2010,0,111960
15,2010,0,112943
16,2010,0,112109
17,2010,0,112826
18,2010,0,112116
19,2010,0,112867
20,2010,0,111002
21,2010,0,112686
22,2010,0,112458
23,2010,0,113945
24,2010,0,112655
25,2010,0,113788
26,2010,0,112569
27,2010,0,113843
28,2010,0,113237
29,2010,0,113915
30,2010,0,113215
31,2010,0,114234
32,2010,0,113888
33,2010,0,113599
34,2010,0,113732
35,2010,0,113716
36,2010,0,113896
37,2010,0,114616
38,2010,0,114290
39,2010,0,114478
40,2010,0,114145
41,2010,0,114549
42,2010,0,115090
43,2010,0,115038
44,2010,0,114373
45,2010,0,115162
46,2010,0,114732
47,2010,0,115035
48,2010,0,116028
49,2010,0,115382
50,2010,0,116025
1,2011,0,111594
2,2011,0,109765
3,2011,0,111930
4,2011,0,111066
5,2011,0,112148
6,2011,0,111395
7,2011,0,111250
8,2011,0,111604
9,2011,0,111502
10,2011,0,111749
11,2011,0,111560
12,2011,0,111947
13,2011,0,112698
14,2011,0,112203
15,2011,0,111544
16,2011,0,112401
17,2011,0,112735
18,2011,0,112293
19,2011,0,112352
20,2011,0,112496
21,2011,0,113106
22,2011,0,111797
23,2011,0,112427
24,2011,0,112671
25,2011,0,112909
26,2011,0,113093
27,2011,0,112884
28,2011,0,112004
29,2011,0,112977
30,2011,0,113667
31,2011,0,113606
32,2011,0,114054
33,2011,0,113202
34,2011,0,113687
35,2011,0,114099
36,2011,0,113248
37,2011,0,115757
38,2011,0,113735
39,2011,0,115043
40,2011,0,114060
41,2011,0,114744
42,2011,0,115906
43,2011,0,115560
44,2011,0,115233
45,2011,0,115028
46,2011,0,115352
47,2011,0,115447
48,2011,0,115931
49,2011,0,115084
50,2011,0,115184
1,2012,0,109955
2,2012,0,110411
3,2012,0,111123
4,2012,0,112421
5,2012,0,110986
6,2012,0,109795
7,2012,0,111204
8,2012,0,111115
9,2012,0,112356
10,2012,0,111929
11,2012,0,111677
12,2012,0,111773
13,2012,0,112351
14,2012,0,111710
15,2012,0,112344
16,2012,0,112029
17,2012,0,111464
18,2012,0,113458
19,2012,0,112358
20,2012,0,112533
21,2012,0,112347
22,2012,0,112656
23,2012,0,113007
24,2012,0,113022
25,2012,0,113258
26,2012,0,112525
27,2012,0,114535
28,2012,0,112755
29,2012,0,113330
30,2012,0,113063
31,2012,0,114384
32,2012,0,114005
33,2012,0,113740
34,2012,0,114512
35,2012,0,113542
36,2012,0,113501
37,2012,0,113892
38,2012,0,113978
39,2012,0,114407
40,2012,0,114737
41,2012,0,114585
42,2012,0,114776
43,2012,0,114904
44,2012,0,114839
45,2012,0,114693
46,2012,0,115085
47,2012,0,116115
48,2012,0,114840
49,2012,0,115699
50,2012,0,115874
1,2013,0,110817
2,2013,0,110387
3,2013,0,110731
4,2013,0,110608
5,2013,0,111002
6,2013,0,111750
7,2013,0,112754
8,2013,0,111909
9,2013,0,110912
10,2013,0,111792
11,2013,0,111403
12,2013,0,112267
13,2013,0,111389
14,2013,0,111766
15,2013,0,111925
16,2013,0,111638
17,2013,0,112911
18,2013,0,112438
19,2013,0,112531
20,2013,0,112320
21,2013,0,112919
22,2013,0,112902
23,2013,0,112414
24,2013,0,113110
25,2013,0,113107
26,2013,0,114260
27,2013,0,112863
28,2013,0,114272
29,2013,0,114027
30,2013,0,114604
31,2013,0,113686
32,2013,0,114044
33,2013,0,113881
34,2013,0,113918
35,2013,0,114862
36,2013,0,114494
37,2013,0,113470
38,2013,0,114649
39,2013,0,114812
40,2013,0,114120
41,2013,0,114624
42,2013,0,114966
43,2013,0,114813
44,2013,0,114601
45,2013,0,114634
46,2013,0,115842
47,2013,0,115542
48,2013,0,115086
49,2013,0,114988
50,2013,0,116081
1,2014,0,110915
2,2014,0,110602
3,2014,0,110255
4,2014,0,109671
5,2014,0,111498
6,2014,0,111096
7,2014,0,112181
8,2014,0,111322
9,2014,0,111545
10,2014,0,111772
11,2014,0,112353
12,2014,0,111818
13,2014,0,112322
14,2014,0,112723
15,2014,0,112850
16,2014,0,112446
17,2014,0,112245
18,2014,0,113701
19,2014,0,113329
20,2014,0,113254
21,2014,0,113156
22,2014,0,111599
23,2014,0,113169
24,2014,0,112924
25,2014,0,114195
26,2014,0,113431
27,2014,0,113633
28,2014,0,113507
29,2014,0,114027
30,2014,0,113593
31,2014,0,114204
32,2014,0,113569
33,2014,0,113729
34,2014,0,113648
35,2014,0,114593
36,2014,0,114545
37,2014,0,114147
38,2014,0,114097
39,2014,0,114696
40,2014,0,114670
41,2014,0,114823
42,2014,0,114153
43,2014,0,115641
44,2014,0,115630
45,2014,0,114661
46,2014,0,115363
47,2014,0,115590
48,2014,0,115690
49,2014,0,115229
50,2014,0,115983
1,2015,0,110875
2,2015,0,110513
3,2015,0,111038
4,2015,0,111303
5,2015,0,111291
6,2015,0,111359
7,2015,0,110848
8,2015,0,110626
9,2015,0,112603
10,2015,0,111694
11,2015,0,111439
12,2015,0,112077
13,2015,0,112511
14,2015,0,112735
15,2015,0,111994
16,2015,0,112526
17,2015,0,113318
18,2015,0,112756
19,2015,0,112269
20,2015,0,112844
21,2015,0,113546
22,2015,0,112758
23,2015,0,112917
24,2015,0,113269
25,2015,0,112965
26,2015,0,112364
27,2015,0,113047
28,2015,0,113657
29,2015,0,113086
30,2015,0,114541
31,2015,0,114373
32,2015,0,114427
33,2015,0,113777
34,2015,0,113784
35,2015,0,114505
36,2015,0,114246
37,2015,0,115177
38,2015,0,114287
39,2015,0,114892
40,2015,0,114474
41,2015,0,115305
42,2015,0,114909
43,2015,0,114299
44,2015,0,115581
45,2015,0,114023
46,2015,0,115999
47,2015,0,115335
48,2015,0,115679
49,2015,0,115068
50,2015,0,115799
1,2016,0,111107
2,2016,0,111182
3,2016,0,111143
4,2016,0,110745
5,2016,0,111782
6,2016,0,111063
7,2016,0,110598
8,2016,0,112200
9,2016,0,112370
10,2016,0,111039
11,2016,0,112131
12,2016,0,111790
13,2016,0,112709
14,2016,0,112656
15,2016,0,113024
16,2016,0,112485
17,2016,0,112325
18,2016,0,113325
19,2016,0,111472
20,2016,0,112951
21,2016,0,113141
22,2016,0,112819
23,2016,0,113082
24,2016,0,113058
25,2016,0,112318
26,2016,0,114335
27,2016,0,112979
28,2016,0,113586
29,2016,0,113096
30,2016,0,113772
31,2016,0,113473
32,2016,0,114015
33,2016,0,114128
34,2016,0,114123
35,2016,0,115323
36,2016,0,114035
37,2016,0,114476
38,2016,0,114885
39,2016,0,114131
40,2016,0,115062
41,2016,0,114327
42,2016,0,114176
43,2016,0,115139
44,2016,0,115199
45,2016,0,115390
46,2016,0,115778
47,2016,0,115872
48,2016,0,115287
49,2016,0,114572
50,2016,0,115767
1,2017,0,110967
2,2017,0,110526
3,2017,0,111077
4,2017,0,111967
5,2017,0,111547
6,2017,0,111368
7,2017,0,111471
8,2017,0,110951
9,2017,0,112584
10,2017,0,111080
11,2017,0,112633
12,2017,0,112559
13,2017,0,111975
14,2017,0,111481
15,2017,0,112467
16,2017,0,112603
17,2017,0,111860
18,2017,0,113869
19,2017,0,112205
20,2017,0,112539
21,2017,0,114788
22,2017,0,112961
23,2017,0,112538
24,2017,0,113692
25,2017,0,112678
26,2017,0,113538
27,2017,0,114171
28,2017,0,113311
29,2017,0,113578
30,2017,0,113946
31,2017,0,114495
32,2017,0,114122
33,2017,0,115414
34,2017,0,115102
35,2017,0,113859
36,2017,0,114727
37,2017,0,114336
38,2017,0,115097
39,2017,0,115057
40,2017,0,115462
41,2017,0,114901
42,2017,0,115135
43,2017,0,114565
44,2017,0,114043
45,2017,0,115041
46,2017,0,116071
47,2017,0,115836
48,2017,0,115482
49,2017,0,115750
50,2017,0,115286
1,2018,0,110534
2,2018,0,110875
3,2018,0,110564
4,2018,0,111446
5,2018,0,111660
6,2018,0,111755
7,2018,0,112642
8,2018,0,111541
9,2018,0,111902
10,2018,0,111198
11,2018,0,112228
12,2018,0,112948
13,2018,0,112505
14,2018,0,112934
15,2018,0,113892
16,2018,0,113480
17,2018,0,113297
18,2018,0,113006
19,2018,0,111997
20,2018,0,113509
21,2018,0,112681
22,2018,0,113921
23,2018,0,113766
24,2018,0,112062
25,2018,0,113703
26,2018,0,113294
27,2018,0,112807
28,2018,0,113422
29,2018,0,114010
30,2018,0,113710
31,2018,0,114161
32,2018,0,114410
33,2018,0,114416
34,2018,0,114457
35,2018,0,114183
36,2018,0,114809
37,2018,0,114336
38,2018,0,114225
39,2018,0,114655
40,2018,0,114976
41,2018,0,114489
42,2018,0,115270
43,2018,0,115155
44,2018,0,114774
45,2018,0,115058
46,2018,0,116058
47,2018,0,114207
48,2018,0,115361
49,2018,0,115760
50,2018,0,116392
1,2019,0,110681
2,2019,0,110024
3,2019,0,111979
4,2019,0,111902
5,2019,0,112013
6,2019,0,111614
7,2019,0,111560
8,2019,0,110836
9,2019,0,111784
10,2019,0,111348
11,2019,0,111950
12,2019,0,111672
13,2019,0,112301
14,2019,0,111298
15,2019,0,112238
16,2019,0,111823
17,2019,0,113233
18,2019,0,113189
19,2019,0,113283
20,2019,0,112624
21,2019,0,113309
22,2019,0,112966
23,2019,0,112118
24,2019,0,113478
25,2019,0,113578
26,2019,0,114163
27,2019,0,113349
28,2019,0,113972
29,2019,0,113880
30,2019,0,113249
31,2019,0,114335
32,2019,0,114305
33,2019,0,115082
34,2019,0,113928
35,2019,0,113844
36,2019,0,114539
37,2019,0,113958
38,2019,0,114108
39,2019,0,114973
40,2019,0,114996
41,2019,0,114813
42,2019,0,115289
43,2019,0,115492
44,2019,0,114776
45,2019,0,115580
46,2019,0,115388
47,2019,0,116166
48,2019,0,115261
49,2019,0,115585
50,2019,0,116262
1,2020,0,111437
2,2020,0,111874
3,2020,0,111143
4,2020,0,111597
5,2020,0,112002
6,2020,0,111758
7,2020,0,111988
8,2020,0,111938
9,2020,0,111868
10,2020,0,112814
11,2020,0,112207
12,2020,0,112545
13,2020,0,112184
14,2020,0,112242
15,2020,0,111957
16,2020,0,112688
17,2020,0,112579
18,2020,0,112999
19,2020,0,113039
20,2020,0,113607
21,2020,0,113565
22,2020,0,113177
23,2020,0,112677
24,2020,0,113180
25,2020,0,113909
26,2020,0,112725
27,2020,0,113232
28,2020,0,115365
29,2020,0,114548
30,2020,0,114225
31,2020,0,113764
32,2020,0,115232
33,2020,0,114365
34,2020,0,114231
35,2020,0,114501
36,2020,0,113876
37,2020,0,115452
38,2020,0,114810
39,2020,0,114820
40,2020,0,115260
41,2020,0,115381
42,2020,0,115413
43,2020,0,115538
44,2020,0,115082
45,2020,0,115384
46,2020,0,115115
47,2020,0,116047
48,2020,0,116046
49,2020,0,115471
50,2020,0,116023
1,2021,1,107443
2,2021,1,107058
3,2021,1,107270
4,2021,1,107336
5,2021,1,106979
6,2021,1,107228
7,2021,1,107920
8,2021,1,108207
9,2021,1,107743
10,2021,1,108007
11,2021,1,107483
12,2021,1,108629
13,2021,1,109013
14,2021,1,108858
15,2021,1,108139
16,2021,1,108559
17,2021,1,108882
18,2021,1,108702
19,2021,1,109188
20,2021,1,109106
21,2021,1,109875
22,2021,1,108352
23,2021,1,109282
24,2021,0,113508
25,2021,0,113911
26,2021,0,114125
27,2021,0,113817
28,2021,0,113308
29,2021,0,113147
30,2021,0,113629
31,2021,0,114038
32,2021,0,114783
33,2021,0,114067
34,2021,0,114756
35,2021,0,114587
36,2021,0,113985
37,2021,0,114714
38,2021,0,114668
39,2021,0,116317
40,2021,0,114605
41,2021,0,115734
42,2021,0,115891
43,2021,0,115297
44,2021,0,114549
45,2021,0,115139
46,2021,0,115056
47,2021,0,116141
48,2021,0,116756
49,2021,0,115631
50,2021,0,116319
1,2022,1,107826
2,2022,1,106458
3,2022,1,107255
4,2022,1,106940
5,2022,1,108017
6,2022,1,107361
7,2022,1,107762
8,2022,1,108129
9,2022,1,107899
10,2022,1,108501
11,2022,1,108659
12,2022,1,107554
13,2022,1,108156
14,2022,1,108751
15,2022,1,108994
16,2022,1,108516
17,2022,1,108860
18,2022,1,109180
19,2022,1,108371
20,2022,1,109134
21,2022,1,108746
22,2022,1,109502
23,2022,1,109847
24,2022,0,113530
25,2022,0,113308
26,2022,0,112458
27,2022,0,113661
28,2022,0,114172
29,2022,0,113509
30,2022,0,113587
31,2022,0,113846
32,2022,0,114009
33,2022,0,114337
34,2022,0,113983
35,2022,0,114161
36,2022,0,115064
37,2022,0,115149
38,2022,0,115315
39,2022,0,114739
40,2022,0,114819
41,2022,0,114813
42,2022,0,116359
43,2022,0,115545
44,2022,0,115567
45,2022,0,115645
46,2022,0,115128
47,2022,0,116838
48,2022,0,115220
49,2022,0,116081
50,2022,0,116677
1,2023,1,106881
2,2023,1,107739
3,2023,1,106947
4,2023,1,107404
5,2023,1,107488
6,2023,1,107449
7,2023,1,107372
8,2023,1,108430
9,2023,1,108705
10,2023,1,108154
11,2023,1,108364
12,2023,1,109031
13,2023,1,108295
14,2023,1,108554
15,2023,1,108586
16,2023,1,108664
17,2023,1,108324
18,2023,1,109189
19,2023,1,108882
20,2023,1,109873
21,2023,1,110416
22,2023,1,110728
23,2023,1,109432
24,2023,0,112790
25,2023,0,113736
26,2023,0,113383
27,2023,0,114409
28,2023,0,113815
29,2023,0,113564
30,2023,0,113492
31,2023,0,114188
32,2023,0,114892
33,2023,0,115534
34,2023,0,113806
35,2023,0,114598
36,2023,0,114744
37,2023,0,114918
38,2023,0,114772
39,2023,0,114165
40,2023,0,114380
41,2023,0,114897
42,2023,0,116081
43,2023,0,114765
44,2023,0,115683
45,2023,0,115514
46,2023,0,114787
47,2023,0,115311
48,2023,0,116593
49,2023,0,116333
50,2023,0,116511
1,2024,1,107241
2,2024,1,107605
3,2024,1,108148
4,2024,1,107074
5,2024,1,108098
6,2024,1,107652
7,2024,1,107848
8,2024,1,107589
9,2024,1,107704
10,2024,1,107798
11,2024,1,108519
12,2024,1,108003
13,2024,1,108240
14,2024,1,109194
15,2024,1,108611
16,2024,1,108139
17,2024,1,108674
18,2024,1,108633
19,2024,1,109301
20,2024,1,109590
21,2024,1,108029
22,2024,1,109074
23,2024,1,109885
24,2024,0,113885
25,2024,0,113704
26,2024,0,113670
27,2024,0,114360
28,2024,0,113723
29,2024,0,114870
30,2024,0,114317
31,2024,0,114066
32,2024,0,114092
33,2024,0,114040
34,2024,0,115334
35,2024,0,114627
36,2024,0,114606
37,2024,0,114524
38,2024,0,116083
39,2024,0,115416
40,2024,0,114915
41,2024,0,115272
42,2024,0,114964
43,2024,0,114986
44,2024,0,115670
45,2024,0,114990
46,2024,0,115739
47,2024,0,115354
48,2024,0,115650
49,2024,0,117012
50,2024,0,116015
1,2025,1,107350
2,2025,1,107162
3,2025,1,108633
4,2025,1,107652
5,2025,1,108490
6,2025,1,107685
7,2025,1,107113
8,2025,1,107178
9,2025,1,108079
10,2025,1,108692
11,2025,1,108195
12,2025,1,109289
13,2025,1,107691
14,2025,1,109102
15,2025,1,108352
16,2025,1,108748
17,2025,1,108984
18,2025,1,109243
19,2025,1,109776
20,2025,1,109128
21,2025,1,108896
22,2025,1,109495
23,2025,1,109466
24,2025,0,112748
25,2025,0,113886
26,2025,0,114232
27,2025,0,114472
28,2025,0,115321
29,2025,0,114032
30,2025,0,114383
31,2025,0,113390
32,2025,0,113683
33,2025,0,114539
34,2025,0,114407
35,2025,0,113621
36,2025,0,114836
37,2025,0,114405
38,2025,0,115610
39,2025,0,114246
40,2025,0,116169
41,2025,0,116033
42,2025,0,115190
43,2025,0,115690
44,2025,0,115942
45,2025,0,116150
46,2025,0,116268
47,2025,0,116463
48,2025,0,115633
49,2025,0,116345
50,2025,0,116557
1,2026,1,107839
2,2026,1,108027
3,2026,1,108437
4,2026,1,106527
5,2026,1,106907
6,2026,1,108250
7,2026,1,107411
8,2026,1,107706
9,2026,1,109366
10,2026,1,107460
11,2026,1,108221
12,2026,1,108624
13,2026,1,108738
14,2026,1,108230
15,2026,1,108904
16,2026,1,108851
17,2026,1,109443
18,2026,1,108448
19,2026,1,108560
20,2026,1,108412
21,2026,1,110352
22,2026,1,110067
23,2026,1,108214
24,2026,0,113333
25,2026,0,113289
26,2026,0,114074
27,2026,0,114490
28,2026,0,114428
29,2026,0,114105
30,2026,0,114186
31,2026,0,113960
32,2026,0,114806
33,2026,0,115341
34,2026,0,114654
35,2026,0,114539
36,2026,0,114738
37,2026,0,115566
38,2026,0,114853
39,2026,0,115235
40,2026,0,115609
41,2026,0,115784
42,2026,0,114848
43,2026,0,115090
44,2026,0,115815
45,2026,0,116557
46,2026,0,116345
47,2026,0,115694
48,2026,0,116149
49,2026,0,116308
50,2026,0,117496
1,2027,1,107160
2,2027,1,107144
3,2027,1,107924
4,2027,1,107866
5,2027,1,107768
6,2027,1,108925
7,2027,1,107970
8,2027,1,107823
9,2027,1,109394
10,2027,1,108868
11,2027,1,109018
12,2027,1,108827
13,2027,1,108536
14,2027,1,108067
15,2027,1,108772
16,2027,1,107981
17,2027,1,108309
18,2027,1,109096
19,2027,1,110075
20,2027,1,109691
21,2027,1,109331
22,2027,1,109845
23,2027,1,109876
24,2027,0,112501
25,2027,0,114013
26,2027,0,114157
27,2027,0,114227
28,2027,0,113637
29,2027,0,114183
30,2027,0,114063
31,2027,0,115344
32,2027,0,114710
33,2027,0,113743
34,2027,0,114827
35,2027,0,115212
36,2027,0,114648
37,2027,0,115198
38,2027,0,115396
39,2027,0,115047
40,2027,0,115935
41,2027,0,115780
42,2027,0,116266
43,2027,0,115548
44,2027,0,115369
45,2027,0,116531
46,2027,0,114795
47,2027,0,117058
48,2027,0,116366
49,2027,0,116682
50,2027,0,116628
1,2028,1,107291
2,2028,1,108554
3,2028,1,107408
4,2028,1,107180
5,2028,1,107951
6,2028,1,108219
7,2028,1,108135
8,2028,1,108091
9,2028,1,108783
10,2028,1,107939
11,2028,1,108895
12,2028,1,108136
13,2028,1,108441
14,2028,1,108502
15,2028,1,109013
16,2028,1,108666
17,2028,1,109255
18,2028,1,109049
19,2028,1,109598
20,2028,1,109583
21,2028,1,109989
22,2028,1,109919
23,2028,1,108908
24,2028,0,114694
25,2028,0,113182
26,2028,0,113444
27,2028,0,113558
28,2028,0,114162
29,2028,0,114280
30,2028,0,114792
31,2028,0,114395
32,2028,0,114556
33,2028,0,114674
34,2028,0,114735
35,2028,0,114358
36,2028,0,116177
37,2028,0,114311
38,2028,0,114213
39,2028,0,115589
40,2028,0,115353
41,2028,0,114849
42,2028,0,114220
43,2028,0,116063
44,2028,0,115597
45,2028,0,114996
46,2028,0,116006
47,2028,0,115988
48,2028,0,117054
49,2028,0,115515
50,2028,0,115672
1,2029,1,108487
2,2029,1,107517
3,2029,1,108495
4,2029,1,108029
5,2029,1,108479
6,2029,1,108320
7,2029,1,108407
8,2029,1,109046
9,2029,1,109756
10,2029,1,108336
11,2029,1,108788
12,2029,1,108453
13,2029,1,108463
14,2029,1,108871
15,2029,1,108820
16,2029,1,109012
17,2029,1,108703
18,2029,1,109321
19,2029,1,109129
20,2029,1,109190
21,2029,1,109305
22,2029,1,110523
23,2029,1,110718
24,2029,0,114384
25,2029,0,113009
26,2029,0,113979
27,2029,0,113229
28,2029,0,113267
29,2029,0,114568
30,2029,0,114784
31,2029,0,114282
32,2029,0,114977
33,2029,0,115132
34,2029,0,115468
35,2029,0,115629
36,2029,0,115288
37,2029,0,114994
38,2029,0,115082
39,2029,0,115474
40,2029,0,116230
41,2029,0,115817
42,2029,0,115891
43,2029,0,115946
44,2029,0,115989
45,2029,0,116811
46,2029,0,117009
47,2029,0,115977
48,2029,0,116854
49,2029,0,115366
50,2029,0,116590
1,2030,1,107860
2,2030,1,107722
3,2030,1,107775
4,2030,1,107535
5,2030,1,107894
6,2030,1,109403
7,2030,1,108648
8,2030,1,108429
9,2030,1,107724
10,2030,1,107458
11,2030,1,108428
12,2030,1,108027
13,2030,1,109230
14,2030,1,109734
15,2030,1,109027
16,2030,1,108863
17,2030,1,108734
18,2030,1,110037
19,2030,1,108823
20,2030,1,109703
21,2030,1,109305
22,2030,1,110216
23,2030,1,110790
24,2030,0,113202
25,2030,0,113531
26,2030,0,113908
27,2030,0,114207
28,2030,0,114457
29,2030,0,114579
30,2030,0,114833
31,2030,0,115302
32,2030,0,115251
33,2030,0,114491
34,2030,0,114574
35,2030,0,115475
36,2030,0,115187
37,2030,0,114844
38,2030,0,114686
39,2030,0,116664
40,2030,0,116154
41,2030,0,114909
42,2030,0,114515
43,2030,0,114922
44,2030,0,115748
45,2030,0,116547
46,2030,0,116391
47,2030,0,116401
48,2030,0,116287
49,2030,0,116877
50,2030,0,116263
